"Area","Year","Month","TM"
"K",1886,"07",14.1
"K",1886,"08",12.9
"K",1886,"09",11.5
"K",1886,"10",6.4
"K",1886,"11",0.6
"K",1886,"12",-3.9
"K",1887,"01",-6.3
"K",1887,"02",-6.3
"K",1887,"03",-1.6
"K",1887,"04",3.8
"K",1887,"05",6.5
"K",1887,"06",12.4
"K",1887,"07",15.2
"K",1887,"08",13
"K",1887,"09",10.5
"K",1887,"10",1.6
"K",1887,"11",-0.2
"K",1887,"12",-5.6
"K",1888,"01",-7.1
"K",1888,"02",-5.1
"K",1888,"03",-1.7
"K",1888,"04",3
"K",1888,"05",8.7
"K",1888,"06",12.6
"K",1888,"07",11.6
"K",1888,"08",12.7
"K",1888,"09",10.3
"K",1888,"10",2.7
"K",1888,"11",-0.8
"K",1888,"12",-3
"K",1889,"01",-6.1
"K",1889,"02",-6.2
"K",1889,"03",-2.2
"K",1889,"04",2.9
"K",1889,"05",10.4
"K",1889,"06",13.5
"K",1889,"07",13
"K",1889,"08",12.2
"K",1889,"09",7.8
"K",1889,"10",5.7
"K",1889,"11",-0.2
"K",1889,"12",-6.7
"K",1890,"01",-3.1
"K",1890,"02",-6.4
"K",1890,"03",-0.4
"K",1890,"04",3
"K",1890,"05",9.2
"K",1890,"06",11
"K",1890,"07",13.2
"K",1890,"08",14.4
"K",1890,"09",8.9
"K",1890,"10",3.3
"K",1890,"11",-1.5
"K",1890,"12",-8
"K",1891,"01",-9.7
"K",1891,"02",-5.5
"K",1891,"03",-0.6
"K",1891,"04",1.4
"K",1891,"05",8.8
"K",1891,"06",11.7
"K",1891,"07",13.2
"K",1891,"08",12
"K",1891,"09",10.3
"K",1891,"10",6.7
"K",1891,"11",-0.6
"K",1891,"12",-3
"K",1892,"01",-6.1
"K",1892,"02",-3.7
"K",1892,"03",-2.9
"K",1892,"04",4.1
"K",1892,"05",8.3
"K",1892,"06",11.9
"K",1892,"07",12.7
"K",1892,"08",14.1
"K",1892,"09",11.1
"K",1892,"10",4.3
"K",1892,"11",-0.6
"K",1892,"12",-6.4
"K",1893,"01",-9.8
"K",1893,"02",-3.4
"K",1893,"03",0.4
"K",1893,"04",5.1
"K",1893,"05",7.4
"K",1893,"06",11
"K",1893,"07",13.7
"K",1893,"08",13.5
"K",1893,"09",9.9
"K",1893,"10",6.4
"K",1893,"11",-1.3
"K",1893,"12",-4.2
"K",1894,"01",-5.9
"K",1894,"02",-3
"K",1894,"03",0.3
"K",1894,"04",6.1
"K",1894,"05",8
"K",1894,"06",10.9
"K",1894,"07",14.6
"K",1894,"08",12.5
"K",1894,"09",8.6
"K",1894,"10",5
"K",1894,"11",0.5
"K",1894,"12",-6.9
"K",1895,"01",-7.3
"K",1895,"02",-8.7
"K",1895,"03",-2.1
"K",1895,"04",3.9
"K",1895,"05",7.4
"K",1895,"06",12.1
"K",1895,"07",14.6
"K",1895,"08",12.6
"K",1895,"09",11.9
"K",1895,"10",4.6
"K",1895,"11",1.6
"K",1895,"12",-3.9
"K",1896,"01",-6.6
"K",1896,"02",-4
"K",1896,"03",1.4
"K",1896,"04",1.9
"K",1896,"05",6.6
"K",1896,"06",11.4
"K",1896,"07",13.9
"K",1896,"08",10.7
"K",1896,"09",9.4
"K",1896,"10",5.9
"K",1896,"11",-1.2
"K",1896,"12",-4
"K",1897,"01",-5.1
"K",1897,"02",-1.3
"K",1897,"03",2.4
"K",1897,"04",4.4
"K",1897,"05",6.3
"K",1897,"06",12.6
"K",1897,"07",14.2
"K",1897,"08",13.2
"K",1897,"09",10.5
"K",1897,"10",4
"K",1897,"11",-0.3
"K",1897,"12",-5.2
"K",1898,"01",-2.1
"K",1898,"02",-3.8
"K",1898,"03",-0.2
"K",1898,"04",4.9
"K",1898,"05",8.5
"K",1898,"06",10.8
"K",1898,"07",12.3
"K",1898,"08",14
"K",1898,"09",11.3
"K",1898,"10",6.9
"K",1898,"11",3.3
"K",1898,"12",-2.4
"K",1899,"01",-2.1
"K",1899,"02",-1.9
"K",1899,"03",-0.2
"K",1899,"04",4.1
"K",1899,"05",7.8
"K",1899,"06",11
"K",1899,"07",13.3
"K",1899,"08",13.4
"K",1899,"09",9.4
"K",1899,"10",5.4
"K",1899,"11",1.5
"K",1899,"12",-6.6
"K",1900,"01",-2.9
"K",1900,"02",-1
"K",1900,"03",-2.7
"K",1900,"04",2.7
"K",1900,"05",7.9
"K",1900,"06",12.6
"K",1900,"07",15.3
"K",1900,"08",12.5
"K",1900,"09",11.9
"K",1900,"10",6.2
"K",1900,"11",1.9
"K",1900,"12",-2
"K",1901,"01",-7
"K",1901,"02",-8.9
"K",1901,"03",-1.2
"K",1901,"04",4.1
"K",1901,"05",7.9
"K",1901,"06",12.6
"K",1901,"07",13.9
"K",1901,"08",12.9
"K",1901,"09",10
"K",1901,"10",5.5
"K",1901,"11",-1.3
"K",1901,"12",-2.3
"K",1902,"01",-2.5
"K",1902,"02",-2.3
"K",1902,"03",-0.4
"K",1902,"04",5.4
"K",1902,"05",4.6
"K",1902,"06",10.5
"K",1902,"07",13.8
"K",1902,"08",13
"K",1902,"09",10.2
"K",1902,"10",4.8
"K",1902,"11",-1.6
"K",1902,"12",-4.4
"K",1903,"01",-6.1
"K",1903,"02",-1.7
"K",1903,"03",1.2
"K",1903,"04",0.9
"K",1903,"05",8.2
"K",1903,"06",11.3
"K",1903,"07",13.2
"K",1903,"08",13.5
"K",1903,"09",9.9
"K",1903,"10",5.7
"K",1903,"11",0.4
"K",1903,"12",-3.2
"K",1904,"01",-5.1
"K",1904,"02",-2.6
"K",1904,"03",0.4
"K",1904,"04",5
"K",1904,"05",9.3
"K",1904,"06",12.7
"K",1904,"07",15.2
"K",1904,"08",13.4
"K",1904,"09",8.1
"K",1904,"10",5.1
"K",1904,"11",-0.6
"K",1904,"12",-3.3
"K",1905,"01",-7.8
"K",1905,"02",-3.9
"K",1905,"03",0.6
"K",1905,"04",3
"K",1905,"05",7.5
"K",1905,"06",12
"K",1905,"07",15.9
"K",1905,"08",13.8
"K",1905,"09",11.6
"K",1905,"10",0.4
"K",1905,"11",0
"K",1905,"12",-2.7
"K",1906,"01",-5.2
"K",1906,"02",-4.1
"K",1906,"03",-0.7
"K",1906,"04",3.3
"K",1906,"05",8.3
"K",1906,"06",11
"K",1906,"07",13.5
"K",1906,"08",13.2
"K",1906,"09",8.3
"K",1906,"10",6.2
"K",1906,"11",1.5
"K",1906,"12",-6.3
"K",1907,"01",-6.9
"K",1907,"02",-6
"K",1907,"03",-2.9
"K",1907,"04",1.8
"K",1907,"05",9.4
"K",1907,"06",12.5
"K",1907,"07",12.6
"K",1907,"08",13.6
"K",1907,"09",10.4
"K",1907,"10",8.3
"K",1907,"11",0.1
"K",1907,"12",-3.4
"K",1908,"01",-5.8
"K",1908,"02",-3.5
"K",1908,"03",-2.1
"K",1908,"04",1.4
"K",1908,"05",11
"K",1908,"06",13.3
"K",1908,"07",13.2
"K",1908,"08",11.7
"K",1908,"09",8.1
"K",1908,"10",5
"K",1908,"11",-2.7
"K",1908,"12",-4.5
"K",1909,"01",-8.3
"K",1909,"02",-7.1
"K",1909,"03",-2
"K",1909,"04",5
"K",1909,"05",7.6
"K",1909,"06",10.7
"K",1909,"07",12.3
"K",1909,"08",12.9
"K",1909,"09",9.6
"K",1909,"10",6.8
"K",1909,"11",-1.4
"K",1909,"12",-2
"K",1910,"01",-4.2
"K",1910,"02",-2.2
"K",1910,"03",0.1
"K",1910,"04",3.3
"K",1910,"05",7.3
"K",1910,"06",11.8
"K",1910,"07",11.9
"K",1910,"08",12.4
"K",1910,"09",8
"K",1910,"10",6
"K",1910,"11",-1.7
"K",1910,"12",-1
"K",1911,"01",-6
"K",1911,"02",-4
"K",1911,"03",0.1
"K",1911,"04",3.3
"K",1911,"05",8
"K",1911,"06",10.9
"K",1911,"07",14.7
"K",1911,"08",14.5
"K",1911,"09",11.2
"K",1911,"10",5.5
"K",1911,"11",2.4
"K",1911,"12",-1.8
"K",1912,"01",-4
"K",1912,"02",-0.8
"K",1912,"03",2
"K",1912,"04",1.8
"K",1912,"05",8.8
"K",1912,"06",12.1
"K",1912,"07",13.6
"K",1912,"08",11.1
"K",1912,"09",4.7
"K",1912,"10",3.5
"K",1912,"11",-3.6
"K",1912,"12",-2.7
"K",1913,"01",-4.9
"K",1913,"02",-5
"K",1913,"03",1.9
"K",1913,"04",3.7
"K",1913,"05",8
"K",1913,"06",11.7
"K",1913,"07",10.8
"K",1913,"08",11.3
"K",1913,"09",9.3
"K",1913,"10",6.7
"K",1913,"11",1.9
"K",1913,"12",-3.9
"K",1914,"01",-8.4
"K",1914,"02",-2
"K",1914,"03",0.5
"K",1914,"04",5.3
"K",1914,"05",7.2
"K",1914,"06",10.2
"K",1914,"07",12.3
"K",1914,"08",13.1
"K",1914,"09",8.4
"K",1914,"10",4.3
"K",1914,"11",-0.8
"K",1914,"12",-1.6
"K",1915,"01",-5.1
"K",1915,"02",-4
"K",1915,"03",-0.9
"K",1915,"04",3.5
"K",1915,"05",9.9
"K",1915,"06",12.9
"K",1915,"07",13.1
"K",1915,"08",11.6
"K",1915,"09",8
"K",1915,"10",2.7
"K",1915,"11",-2.7
"K",1915,"12",-0.5
"K",1916,"01",-2.1
"K",1916,"02",-2.8
"K",1916,"03",1.9
"K",1916,"04",4
"K",1916,"05",9.1
"K",1916,"06",10.7
"K",1916,"07",13.3
"K",1916,"08",12.8
"K",1916,"09",8
"K",1916,"10",4.9
"K",1916,"11",1.2
"K",1916,"12",-1.5
"K",1917,"01",-5.5
"K",1917,"02",-6.5
"K",1917,"03",-2.2
"K",1917,"04",1.3
"K",1917,"05",10.1
"K",1917,"06",13.6
"K",1917,"07",13.8
"K",1917,"08",14
"K",1917,"09",11.7
"K",1917,"10",4.5
"K",1917,"11",-0.8
"K",1917,"12",-5.6
"K",1918,"01",-3.9
"K",1918,"02",-2.8
"K",1918,"03",0.2
"K",1918,"04",4.9
"K",1918,"05",8.8
"K",1918,"06",9.2
"K",1918,"07",13.2
"K",1918,"08",12.5
"K",1918,"09",11.2
"K",1918,"10",3.8
"K",1918,"11",-1.2
"K",1918,"12",-2.2
"K",1919,"01",-3.1
"K",1919,"02",-4.1
"K",1919,"03",0.6
"K",1919,"04",1.9
"K",1919,"05",5.5
"K",1919,"06",11.2
"K",1919,"07",10.9
"K",1919,"08",13.9
"K",1919,"09",11.2
"K",1919,"10",2.6
"K",1919,"11",-2.1
"K",1919,"12",-3.3
"K",1920,"01",-1.9
"K",1920,"02",-1.4
"K",1920,"03",2.8
"K",1920,"04",5.7
"K",1920,"05",11.3
"K",1920,"06",10.7
"K",1920,"07",14.4
"K",1920,"08",11.6
"K",1920,"09",10.6
"K",1920,"10",4.7
"K",1920,"11",-1.3
"K",1920,"12",-2.6
"K",1921,"01",-1.5
"K",1921,"02",-3.7
"K",1921,"03",1.3
"K",1921,"04",2.5
"K",1921,"05",9.6
"K",1921,"06",11.1
"K",1921,"07",15.2
"K",1921,"08",14.1
"K",1921,"09",10.5
"K",1921,"10",7.2
"K",1921,"11",-2
"K",1921,"12",-4.1
"K",1922,"01",-6.3
"K",1922,"02",-4.4
"K",1922,"03",1.5
"K",1922,"04",2.6
"K",1922,"05",9.3
"K",1922,"06",12.6
"K",1922,"07",13.8
"K",1922,"08",14
"K",1922,"09",8.7
"K",1922,"10",3.5
"K",1922,"11",-1.9
"K",1922,"12",-3
"K",1923,"01",-4.2
"K",1923,"02",-2.4
"K",1923,"03",0.5
"K",1923,"04",3.3
"K",1923,"05",9.6
"K",1923,"06",8.6
"K",1923,"07",14.8
"K",1923,"08",14.2
"K",1923,"09",9.5
"K",1923,"10",7.5
"K",1923,"11",1.2
"K",1923,"12",-4.2
"K",1924,"01",-5.9
"K",1924,"02",-4.9
"K",1924,"03",-0.9
"K",1924,"04",4
"K",1924,"05",10.3
"K",1924,"06",11.8
"K",1924,"07",13.5
"K",1924,"08",10.6
"K",1924,"09",10.8
"K",1924,"10",5.2
"K",1924,"11",-0.1
"K",1924,"12",-2.2
"K",1925,"01",-2.9
"K",1925,"02",-1.2
"K",1925,"03",-2.2
"K",1925,"04",3.7
"K",1925,"05",8.7
"K",1925,"06",11.4
"K",1925,"07",13.4
"K",1925,"08",12.8
"K",1925,"09",7.8
"K",1925,"10",5.8
"K",1925,"11",-0.2
"K",1925,"12",-6
"K",1926,"01",-5.5
"K",1926,"02",0.5
"K",1926,"03",0
"K",1926,"04",5.1
"K",1926,"05",7.2
"K",1926,"06",9.7
"K",1926,"07",12.7
"K",1926,"08",12.7
"K",1926,"09",11.5
"K",1926,"10",6.1
"K",1926,"11",4.6
"K",1926,"12",-3.3
"K",1927,"01",-3.5
"K",1927,"02",-4.5
"K",1927,"03",1.5
"K",1927,"04",4.3
"K",1927,"05",8.5
"K",1927,"06",12.9
"K",1927,"07",14.3
"K",1927,"08",13.3
"K",1927,"09",10.3
"K",1927,"10",5.3
"K",1927,"11",1.1
"K",1927,"12",-4.1
"K",1928,"01",-4.1
"K",1928,"02",-2.4
"K",1928,"03",-0.9
"K",1928,"04",4.5
"K",1928,"05",5.9
"K",1928,"06",11.6
"K",1928,"07",16
"K",1928,"08",14.7
"K",1928,"09",9.7
"K",1928,"10",5.5
"K",1928,"11",1.5
"K",1928,"12",-4.7
"K",1929,"01",-9.1
"K",1929,"02",-10.4
"K",1929,"03",-0.3
"K",1929,"04",1.9
"K",1929,"05",9.4
"K",1929,"06",12.3
"K",1929,"07",14.6
"K",1929,"08",14
"K",1929,"09",11.1
"K",1929,"10",5.9
"K",1929,"11",1.2
"K",1929,"12",-2.1
"K",1930,"01",-2.6
"K",1930,"02",-4.3
"K",1930,"03",1.6
"K",1930,"04",4.7
"K",1930,"05",7.7
"K",1930,"06",13.7
"K",1930,"07",13
"K",1930,"08",12.9
"K",1930,"09",10.5
"K",1930,"10",4.9
"K",1930,"11",2.2
"K",1930,"12",-3.1
"K",1931,"01",-4.6
"K",1931,"02",-4.3
"K",1931,"03",-2.4
"K",1931,"04",2.4
"K",1931,"05",10.2
"K",1931,"06",13.8
"K",1931,"07",14.1
"K",1931,"08",12.3
"K",1931,"09",6.1
"K",1931,"10",4.5
"K",1931,"11",1.1
"K",1931,"12",-5
"K",1932,"01",-3
"K",1932,"02",-7.7
"K",1932,"03",-3.2
"K",1932,"04",2.6
"K",1932,"05",8.7
"K",1932,"06",10.8
"K",1932,"07",13.9
"K",1932,"08",16
"K",1932,"09",13.5
"K",1932,"10",5.3
"K",1932,"11",1.2
"K",1932,"12",-1.5
"K",1933,"01",-6.1
"K",1933,"02",-4.2
"K",1933,"03",0.3
"K",1933,"04",3.5
"K",1933,"05",6.8
"K",1933,"06",9.3
"K",1933,"07",14.1
"K",1933,"08",13.6
"K",1933,"09",10.1
"K",1933,"10",5.7
"K",1933,"11",-0.5
"K",1933,"12",-7
"K",1934,"01",-4.6
"K",1934,"02",-3.3
"K",1934,"03",1.2
"K",1934,"04",6
"K",1934,"05",9.8
"K",1934,"06",11.4
"K",1934,"07",14.5
"K",1934,"08",12.7
"K",1934,"09",11.6
"K",1934,"10",5.1
"K",1934,"11",0.6
"K",1934,"12",0.4
"K",1935,"01",-7
"K",1935,"02",-3.4
"K",1935,"03",-1.6
"K",1935,"04",3.1
"K",1935,"05",6.8
"K",1935,"06",14.1
"K",1935,"07",14.2
"K",1935,"08",12.7
"K",1935,"09",10.1
"K",1935,"10",6.8
"K",1935,"11",1
"K",1935,"12",-4.4
"K",1936,"01",-1.2
"K",1936,"02",-2.6
"K",1936,"03",1.9
"K",1936,"04",4.3
"K",1936,"05",8.8
"K",1936,"06",11.4
"K",1936,"07",14.2
"K",1936,"08",12.4
"K",1936,"09",10.1
"K",1936,"10",1.7
"K",1936,"11",0.2
"K",1936,"12",-2.9
"K",1937,"01",-4.9
"K",1937,"02",-1.6
"K",1937,"03",0.1
"K",1937,"04",3.1
"K",1937,"05",9.9
"K",1937,"06",13
"K",1937,"07",13.8
"K",1937,"08",12.4
"K",1937,"09",9.6
"K",1937,"10",5.7
"K",1937,"11",-0.3
"K",1937,"12",-5.2
"K",1938,"01",-5.9
"K",1938,"02",-4.4
"K",1938,"03",2.7
"K",1938,"04",0.7
"K",1938,"05",7.2
"K",1938,"06",13.7
"K",1938,"07",13.6
"K",1938,"08",12.8
"K",1938,"09",9.6
"K",1938,"10",6.5
"K",1938,"11",2
"K",1938,"12",-5.2
"K",1939,"01",-3.2
"K",1939,"02",-1.4
"K",1939,"03",-3
"K",1939,"04",6.4
"K",1939,"05",6.4
"K",1939,"06",12.3
"K",1939,"07",13.6
"K",1939,"08",13.3
"K",1939,"09",9.4
"K",1939,"10",4.2
"K",1939,"11",1.2
"K",1939,"12",-5.6
"K",1940,"01",-8.7
"K",1940,"02",-4.9
"K",1940,"03",-0.9
"K",1940,"04",4.2
"K",1940,"05",7.8
"K",1940,"06",11.6
"K",1940,"07",12.7
"K",1940,"08",11.4
"K",1940,"09",10.3
"K",1940,"10",5.4
"K",1940,"11",1.8
"K",1940,"12",-8.5
"K",1941,"01",-6.3
"K",1941,"02",-3.5
"K",1941,"03",0.4
"K",1941,"04",2.8
"K",1941,"05",5.6
"K",1941,"06",12.3
"K",1941,"07",14.1
"K",1941,"08",12.3
"K",1941,"09",8.8
"K",1941,"10",4.1
"K",1941,"11",-1.9
"K",1941,"12",-4.8
"K",1942,"01",-10.4
"K",1942,"02",-6.2
"K",1942,"03",0.8
"K",1942,"04",3.1
"K",1942,"05",9
"K",1942,"06",12.4
"K",1942,"07",13.5
"K",1942,"08",13.5
"K",1942,"09",13.2
"K",1942,"10",7.9
"K",1942,"11",-0.7
"K",1942,"12",-1.9
"K",1943,"01",-6.2
"K",1943,"02",-1.2
"K",1943,"03",1.4
"K",1943,"04",5.5
"K",1943,"05",8.9
"K",1943,"06",10.8
"K",1943,"07",13.8
"K",1943,"08",15.7
"K",1943,"09",12.1
"K",1943,"10",7.4
"K",1943,"11",-1.4
"K",1943,"12",-2.5
"K",1944,"01",-2.8
"K",1944,"02",-5.2
"K",1944,"03",-3
"K",1944,"04",5.1
"K",1944,"05",8.1
"K",1944,"06",10.7
"K",1944,"07",13.6
"K",1944,"08",15.7
"K",1944,"09",9.6
"K",1944,"10",5
"K",1944,"11",-1
"K",1944,"12",-5.3
"K",1945,"01",-9.3
"K",1945,"02",-1.5
"K",1945,"03",1.8
"K",1945,"04",5.2
"K",1945,"05",10.5
"K",1945,"06",13.4
"K",1945,"07",15.2
"K",1945,"08",13.2
"K",1945,"09",10.3
"K",1945,"10",5
"K",1945,"11",-0.5
"K",1945,"12",-3.8
"K",1946,"01",-5.8
"K",1946,"02",-2.1
"K",1946,"03",1.9
"K",1946,"04",6.8
"K",1946,"05",10.3
"K",1946,"06",12.5
"K",1946,"07",15
"K",1946,"08",14.8
"K",1946,"09",12.1
"K",1946,"10",3.7
"K",1946,"11",-0.1
"K",1946,"12",-6.4
"K",1947,"01",-9.7
"K",1947,"02",-4.6
"K",1947,"03",0.6
"K",1947,"04",7
"K",1947,"05",10
"K",1947,"06",13.7
"K",1947,"07",15.4
"K",1947,"08",14.8
"K",1947,"09",13
"K",1947,"10",4.7
"K",1947,"11",2.1
"K",1947,"12",-4
"K",1948,"01",-1.8
"K",1948,"02",-4.3
"K",1948,"03",2.4
"K",1948,"04",5.2
"K",1948,"05",9.7
"K",1948,"06",11.1
"K",1948,"07",11.7
"K",1948,"08",13.7
"K",1948,"09",11
"K",1948,"10",6.4
"K",1948,"11",1.4
"K",1948,"12",-3.4
"K",1949,"01",-2.4
"K",1949,"02",-1.8
"K",1949,"03",-2.1
"K",1949,"04",7.3
"K",1949,"05",8.4
"K",1949,"06",11.1
"K",1949,"07",14.1
"K",1949,"08",13.1
"K",1949,"09",12.3
"K",1949,"10",7.4
"K",1949,"11",0.2
"K",1949,"12",-2.8
"K",1950,"01",-6.1
"K",1950,"02",-1.8
"K",1950,"03",1.9
"K",1950,"04",3.7
"K",1950,"05",10.4
"K",1950,"06",14.1
"K",1950,"07",16.3
"K",1950,"08",14.8
"K",1950,"09",10.5
"K",1950,"10",5.2
"K",1950,"11",0.2
"K",1950,"12",-4
"K",1951,"01",-3.4
"K",1951,"02",-2.4
"K",1951,"03",-1.1
"K",1951,"04",3.9
"K",1951,"05",8.1
"K",1951,"06",12.4
"K",1951,"07",14
"K",1951,"08",14.6
"K",1951,"09",12.2
"K",1951,"10",3.9
"K",1951,"11",2.4
"K",1951,"12",-1.7
"K",1952,"01",-6.6
"K",1952,"02",-5.6
"K",1952,"03",-0.7
"K",1952,"04",6.7
"K",1952,"05",8.6
"K",1952,"06",13.1
"K",1952,"07",16
"K",1952,"08",14.9
"K",1952,"09",7.8
"K",1952,"10",4.4
"K",1952,"11",-2
"K",1952,"12",-4.5
"K",1953,"01",-6.3
"K",1953,"02",-4.5
"K",1953,"03",0.8
"K",1953,"04",5.3
"K",1953,"05",9
"K",1953,"06",11.9
"K",1953,"07",14.5
"K",1953,"08",12.9
"K",1953,"09",11.4
"K",1953,"10",7.7
"K",1953,"11",0.7
"K",1953,"12",-2.1
"K",1954,"01",-8.6
"K",1954,"02",-6.6
"K",1954,"03",0.9
"K",1954,"04",3
"K",1954,"05",7.5
"K",1954,"06",12.9
"K",1954,"07",11.8
"K",1954,"08",12.4
"K",1954,"09",11.1
"K",1954,"10",5.3
"K",1954,"11",-0.2
"K",1954,"12",-1.4
"K",1955,"01",-3.8
"K",1955,"02",-3.9
"K",1955,"03",-1.9
"K",1955,"04",3.4
"K",1955,"05",7.4
"K",1955,"06",11.3
"K",1955,"07",13.9
"K",1955,"08",12.4
"K",1955,"09",10.1
"K",1955,"10",4.5
"K",1955,"11",-0.7
"K",1955,"12",-1.3
"K",1956,"01",-4
"K",1956,"02",-11.4
"K",1956,"03",-1.7
"K",1956,"04",2.7
"K",1956,"05",8.9
"K",1956,"06",10.3
"K",1956,"07",14.2
"K",1956,"08",13.5
"K",1956,"09",11.7
"K",1956,"10",5
"K",1956,"11",-2
"K",1956,"12",-3.7
"K",1957,"01",-4.9
"K",1957,"02",-0.9
"K",1957,"03",2.9
"K",1957,"04",4
"K",1957,"05",6.1
"K",1957,"06",13.4
"K",1957,"07",14
"K",1957,"08",12.5
"K",1957,"09",9.6
"K",1957,"10",6.2
"K",1957,"11",1.7
"K",1957,"12",-2.9
"K",1958,"01",-5.5
"K",1958,"02",-1.4
"K",1958,"03",-3.4
"K",1958,"04",1.9
"K",1958,"05",12.4
"K",1958,"06",11.7
"K",1958,"07",14.8
"K",1958,"08",14.2
"K",1958,"09",11.1
"K",1958,"10",6.2
"K",1958,"11",1.9
"K",1958,"12",-2.3
"K",1959,"01",-4.3
"K",1959,"02",-1.6
"K",1959,"03",3
"K",1959,"04",5
"K",1959,"05",8.4
"K",1959,"06",11.8
"K",1959,"07",15
"K",1959,"08",12.9
"K",1959,"09",10.1
"K",1959,"10",4.8
"K",1959,"11",0.3
"K",1959,"12",-1.8
"K",1960,"01",-5.3
"K",1960,"02",-3.1
"K",1960,"03",0.3
"K",1960,"04",4.1
"K",1960,"05",9
"K",1960,"06",12.8
"K",1960,"07",12.5
"K",1960,"08",13.3
"K",1960,"09",9.1
"K",1960,"10",5.8
"K",1960,"11",1.7
"K",1960,"12",-2.4
"K",1961,"01",-5.8
"K",1961,"02",-1.1
"K",1961,"03",2.4
"K",1961,"04",7.4
"K",1961,"05",7.6
"K",1961,"06",13.3
"K",1961,"07",12.7
"K",1961,"08",13.7
"K",1961,"09",13.4
"K",1961,"10",7
"K",1961,"11",0.9
"K",1961,"12",-4.4
"K",1962,"01",-3.9
"K",1962,"02",-3.8
"K",1962,"03",-2.9
"K",1962,"04",3.9
"K",1962,"05",7.4
"K",1962,"06",10.3
"K",1962,"07",12.7
"K",1962,"08",15.1
"K",1962,"09",9.8
"K",1962,"10",5.9
"K",1962,"11",-0.5
"K",1962,"12",-7.3
"K",1963,"01",-9.5
"K",1963,"02",-7.6
"K",1963,"03",-0.9
"K",1963,"04",5.2
"K",1963,"05",8.1
"K",1963,"06",12.7
"K",1963,"07",14.8
"K",1963,"08",13.6
"K",1963,"09",11.5
"K",1963,"10",5.6
"K",1963,"11",3.6
"K",1963,"12",-5.9
"K",1964,"01",-7.5
"K",1964,"02",-2.6
"K",1964,"03",-0.6
"K",1964,"04",5.2
"K",1964,"05",9.6
"K",1964,"06",13.8
"K",1964,"07",14.4
"K",1964,"08",12.8
"K",1964,"09",10.6
"K",1964,"10",4.2
"K",1964,"11",2
"K",1964,"12",-3.2
"K",1965,"01",-4.5
"K",1965,"02",-7.2
"K",1965,"03",-0.3
"K",1965,"04",3
"K",1965,"05",7.3
"K",1965,"06",12.4
"K",1965,"07",13.1
"K",1965,"08",12
"K",1965,"09",9.6
"K",1965,"10",6
"K",1965,"11",-0.5
"K",1965,"12",-3.8
"K",1966,"01",-7.1
"K",1966,"02",0.8
"K",1966,"03",-0.7
"K",1966,"04",6.1
"K",1966,"05",8.9
"K",1966,"06",13.2
"K",1966,"07",12.8
"K",1966,"08",12.3
"K",1966,"09",11.7
"K",1966,"10",8.5
"K",1966,"11",-1.5
"K",1966,"12",-4.1
"K",1967,"01",-4.9
"K",1967,"02",-2.9
"K",1967,"03",1.4
"K",1967,"04",3.2
"K",1967,"05",9.1
"K",1967,"06",11.8
"K",1967,"07",15.5
"K",1967,"08",13.7
"K",1967,"09",11.1
"K",1967,"10",7.7
"K",1967,"11",1.9
"K",1967,"12",-4.5
"K",1968,"01",-7
"K",1968,"02",-2.2
"K",1968,"03",0.7
"K",1968,"04",6.1
"K",1968,"05",8.9
"K",1968,"06",11.8
"K",1968,"07",13.5
"K",1968,"08",12.2
"K",1968,"09",9.8
"K",1968,"10",7.2
"K",1968,"11",1.3
"K",1968,"12",-6.4
"K",1969,"01",-4.5
"K",1969,"02",-5.7
"K",1969,"03",-1.1
"K",1969,"04",3.4
"K",1969,"05",10.8
"K",1969,"06",10.9
"K",1969,"07",14.5
"K",1969,"08",12.1
"K",1969,"09",11.2
"K",1969,"10",6.9
"K",1969,"11",1.1
"K",1969,"12",-7.1
"K",1970,"01",-4.1
"K",1970,"02",-4.5
"K",1970,"03",-2.4
"K",1970,"04",2.3
"K",1970,"05",6.5
"K",1970,"06",13.1
"K",1970,"07",13.4
"K",1970,"08",13.7
"K",1970,"09",11.3
"K",1970,"10",5
"K",1970,"11",2.3
"K",1970,"12",-4.3
"K",1971,"01",-5.1
"K",1971,"02",-3.1
"K",1971,"03",-3.2
"K",1971,"04",5.6
"K",1971,"05",9.9
"K",1971,"06",10.8
"K",1971,"07",14.6
"K",1971,"08",15.2
"K",1971,"09",8.3
"K",1971,"10",5.3
"K",1971,"11",-0.1
"K",1971,"12",-1.6
"K",1972,"01",-5.4
"K",1972,"02",-1.3
"K",1972,"03",2
"K",1972,"04",4.2
"K",1972,"05",8.1
"K",1972,"06",12.1
"K",1972,"07",13.7
"K",1972,"08",13.3
"K",1972,"09",6.8
"K",1972,"10",3.7
"K",1972,"11",0.4
"K",1972,"12",-3.2
"K",1973,"01",-3.6
"K",1973,"02",-4
"K",1973,"03",-0.7
"K",1973,"04",1.8
"K",1973,"05",9.7
"K",1973,"06",12.7
"K",1973,"07",13.4
"K",1973,"08",14.6
"K",1973,"09",11.4
"K",1973,"10",4.5
"K",1973,"11",-0.3
"K",1973,"12",-4.1
"K",1974,"01",-1.6
"K",1974,"02",-0.7
"K",1974,"03",1.8
"K",1974,"04",3.3
"K",1974,"05",8
"K",1974,"06",10.4
"K",1974,"07",13.6
"K",1974,"08",15
"K",1974,"09",10.3
"K",1974,"10",1.1
"K",1974,"11",0.1
"K",1974,"12",-1.5
"K",1975,"01",-0.9
"K",1975,"02",-2.3
"K",1975,"03",0.2
