"Area","Year","Month","TM"
"S",1943,"04",3
"S",1943,"05",7
"S",1943,"06",8.5
"S",1943,"07",11.9
"S",1943,"08",13.9
"S",1943,"09",10.4
"S",1943,"10",6.8
"S",1943,"11",-2.3
"S",1943,"12",-3.4
"S",1944,"01",-3.6
"S",1944,"02",-7.7
"S",1944,"03",-5.7
"S",1944,"04",3
"S",1944,"05",6.1
"S",1944,"06",8.7
"S",1944,"07",11.5
"S",1944,"08",14.5
"S",1944,"09",8.5
"S",1944,"10",3.7
"S",1944,"11",-2.3
"S",1944,"12",-6.5
"S",1945,"01",-10.8
"S",1945,"02",-2.4
"S",1945,"03",-0.6
"S",1945,"04",3.2
"S",1945,"05",8.4
"S",1945,"06",11.6
"S",1945,"07",13.3
"S",1945,"08",11.5
"S",1945,"09",8.9
"S",1945,"10",4.1
"S",1945,"11",-1.4
"S",1945,"12",-4.1
"S",1946,"01",-5.6
"S",1946,"02",-3.4
"S",1946,"03",0.4
"S",1946,"04",5.3
"S",1946,"05",9.1
"S",1946,"06",10.1
"S",1946,"07",13.1
"S",1946,"08",12.4
"S",1946,"09",10.8
"S",1946,"10",3.5
"S",1946,"11",-0.7
"S",1946,"12",-7.1
"S",1947,"01",-9.4
"S",1947,"02",-5.5
"S",1947,"03",0.1
"S",1947,"04",4.8
"S",1947,"05",9.2
"S",1947,"06",11.8
"S",1947,"07",13.5
"S",1947,"08",13.1
"S",1947,"09",12.2
"S",1947,"10",5.1
"S",1947,"11",1.4
"S",1947,"12",-4.9
"S",1948,"01",-1.6
"S",1948,"02",-4.6
"S",1948,"03",1.5
"S",1948,"04",3.5
"S",1948,"05",8.7
"S",1948,"06",9
"S",1948,"07",9.7
"S",1948,"08",11.9
"S",1948,"09",9.8
"S",1948,"10",5.4
"S",1948,"11",0.9
"S",1948,"12",-3.5
"S",1949,"01",-3.4
"S",1949,"02",-3.8
"S",1949,"03",-3.6
"S",1949,"04",5.3
"S",1949,"05",6.8
"S",1949,"06",9.2
"S",1949,"07",12
"S",1949,"08",11.5
"S",1949,"09",11.6
"S",1949,"10",6.7
"S",1949,"11",-0.9
"S",1949,"12",-2.6
"S",1950,"01",-5.6
"S",1950,"02",-2.1
"S",1950,"03",-0.2
"S",1950,"04",1.7
"S",1950,"05",8.7
"S",1950,"06",12.5
"S",1950,"07",14.2
"S",1950,"08",12.8
"S",1950,"09",8.7
"S",1950,"10",4.1
"S",1950,"11",-0.5
"S",1950,"12",-5.7
"S",1951,"01",-4.3
"S",1951,"02",-3.2
"S",1951,"03",-2.5
"S",1951,"04",1.8
"S",1951,"05",6.6
"S",1951,"06",10.1
"S",1951,"07",12.6
"S",1951,"08",12.9
"S",1951,"09",10.7
"S",1951,"10",3.5
"S",1951,"11",2.1
"S",1951,"12",-2.3
"S",1952,"01",-7.1
"S",1952,"02",-6.8
"S",1952,"03",-2.2
"S",1952,"04",5
"S",1952,"05",6.5
"S",1952,"06",11
"S",1952,"07",14.2
"S",1952,"08",13.2
"S",1952,"09",6.1
"S",1952,"10",3.2
"S",1952,"11",-3.2
"S",1952,"12",-5.2
"S",1953,"01",-7.3
"S",1953,"02",-5.9
"S",1953,"03",-0.7
"S",1953,"04",3.9
"S",1953,"05",6.9
"S",1953,"06",9.9
"S",1953,"07",12.9
"S",1953,"08",11.4
"S",1953,"09",10.2
"S",1953,"10",7.1
"S",1953,"11",0.3
"S",1953,"12",-1.7
"S",1954,"01",-8.6
"S",1954,"02",-6.8
"S",1954,"03",-0.1
"S",1954,"04",0.6
"S",1954,"05",5.2
"S",1954,"06",10.6
"S",1954,"07",9.5
"S",1954,"08",11
"S",1954,"09",9.6
"S",1954,"10",4.5
"S",1954,"11",-0.6
"S",1954,"12",-2.2
"S",1955,"01",-3.6
"S",1955,"02",-5.5
"S",1955,"03",-3.6
"S",1955,"04",1.1
"S",1955,"05",5.5
"S",1955,"06",9.6
"S",1955,"07",11.7
"S",1955,"08",10.7
"S",1955,"09",8.6
"S",1955,"10",3.3
"S",1955,"11",-1.4
"S",1955,"12",-1.5
"S",1956,"01",-4.3
"S",1956,"02",-14.2
"S",1956,"03",-2.1
"S",1956,"04",0.9
"S",1956,"05",6.7
"S",1956,"06",7.6
"S",1956,"07",12.2
"S",1956,"08",11.4
"S",1956,"09",10.8
"S",1956,"10",3.5
"S",1956,"11",-2.7
"S",1956,"12",-4
"S",1957,"01",-5.2
"S",1957,"02",-1.5
"S",1957,"03",2
"S",1957,"04",2.2
"S",1957,"05",3.6
"S",1957,"06",11.5
"S",1957,"07",12
"S",1957,"08",10.7
"S",1957,"09",7.9
"S",1957,"10",5.2
"S",1957,"11",0.6
"S",1957,"12",-3.4
"S",1958,"01",-5.7
"S",1958,"02",-2.6
"S",1958,"03",-5.6
"S",1958,"04",0.2
"S",1958,"05",10.1
"S",1958,"06",9.3
"S",1958,"07",12.7
"S",1958,"08",12.4
"S",1958,"09",10
"S",1958,"10",4.5
"S",1958,"11",0.2
"S",1958,"12",-3.2
"S",1959,"01",-5.8
"S",1959,"02",-2.6
"S",1959,"03",1.7
"S",1959,"04",3.5
"S",1959,"05",6.8
"S",1959,"06",9.6
"S",1959,"07",13
"S",1959,"08",11
"S",1959,"09",8.9
"S",1959,"10",4.5
"S",1959,"11",-0.7
"S",1959,"12",-2.7
"S",1960,"01",-5.6
"S",1960,"02",-3.6
"S",1960,"03",-0.2
"S",1960,"04",1.9
"S",1960,"05",7.5
"S",1960,"06",10.7
"S",1960,"07",10.3
"S",1960,"08",11.4
"S",1960,"09",7.6
"S",1960,"10",4.8
"S",1960,"11",0.7
"S",1960,"12",-3.6
"S",1961,"01",-5.9
"S",1961,"02",-1.8
"S",1961,"03",0
"S",1961,"04",6.1
"S",1961,"05",4.9
"S",1961,"06",11.3
"S",1961,"07",10.8
"S",1961,"08",11.6
"S",1961,"09",12.4
"S",1961,"10",6
"S",1961,"11",0.1
"S",1961,"12",-4.3
"S",1962,"01",-4.7
"S",1962,"02",-5.7
"S",1962,"03",-4.5
"S",1962,"04",2.5
"S",1962,"05",4.9
"S",1962,"06",8.2
"S",1962,"07",10.9
"S",1962,"08",13.2
"S",1962,"09",8.5
"S",1962,"10",5.1
"S",1962,"11",-1.3
"S",1962,"12",-7.8
"S",1963,"01",-10.4
"S",1963,"02",-8.8
"S",1963,"03",-2.7
"S",1963,"04",3.7
"S",1963,"05",6.2
"S",1963,"06",10.8
"S",1963,"07",13
"S",1963,"08",11.6
"S",1963,"09",10.1
"S",1963,"10",4.5
"S",1963,"11",2.8
"S",1963,"12",-6.1
"S",1964,"01",-6.3
"S",1964,"02",-3.3
"S",1964,"03",-2.1
"S",1964,"04",3.6
"S",1964,"05",8.1
"S",1964,"06",11.7
"S",1964,"07",12.5
"S",1964,"08",10.9
"S",1964,"09",8.9
"S",1964,"10",2.7
"S",1964,"11",0.7
"S",1964,"12",-4.4
"S",1965,"01",-4.2
"S",1965,"02",-9
"S",1965,"03",-2
"S",1965,"04",0.9
"S",1965,"05",5.1
"S",1965,"06",10.4
"S",1965,"07",11.1
"S",1965,"08",10.4
"S",1965,"09",8
"S",1965,"10",5.4
"S",1965,"11",-1.2
"S",1965,"12",-3.8
"S",1966,"01",-7.7
"S",1966,"02",0.4
"S",1966,"03",-2.7
"S",1966,"04",4.3
"S",1966,"05",6.8
"S",1966,"06",11.1
"S",1966,"07",10.5
"S",1966,"08",10.3
"S",1966,"09",10.4
"S",1966,"10",7.5
"S",1966,"11",-2.4
"S",1966,"12",-4.8
"S",1967,"01",-5.5
"S",1967,"02",-3.5
"S",1967,"03",-0.5
"S",1967,"04",1
"S",1967,"05",7
"S",1967,"06",9.3
"S",1967,"07",13.6
"S",1967,"08",12
"S",1967,"09",9.2
"S",1967,"10",7
"S",1967,"11",1.3
"S",1967,"12",-5.6
"S",1968,"01",-7.2
"S",1968,"02",-3
"S",1968,"03",-1.2
"S",1968,"04",4.3
"S",1968,"05",7
"S",1968,"06",10.4
"S",1968,"07",11.1
"S",1968,"08",10.5
"S",1968,"09",8.3
"S",1968,"10",6.4
"S",1968,"11",0.8
"S",1968,"12",-6
"S",1969,"01",-4.1
"S",1969,"02",-6.5
"S",1969,"03",-1.6
"S",1969,"04",2
"S",1969,"05",9
"S",1969,"06",8.5
"S",1969,"07",12.7
"S",1969,"08",10.4
"S",1969,"09",10.3
"S",1969,"10",6.6
"S",1969,"11",-0.3
"S",1969,"12",-8.3
"S",1970,"01",-4.1
"S",1970,"02",-5.8
"S",1970,"03",-4.1
"S",1970,"04",0
"S",1970,"05",4.6
"S",1970,"06",11.3
"S",1970,"07",11.6
"S",1970,"08",11.8
"S",1970,"09",9.7
"S",1970,"10",4.2
"S",1970,"11",1.7
"S",1970,"12",-4.7
"S",1971,"01",-4.7
"S",1971,"02",-5
"S",1971,"03",-5.1
"S",1971,"04",4.4
"S",1971,"05",8.3
"S",1971,"06",8.8
"S",1971,"07",12.9
"S",1971,"08",13.7
"S",1971,"09",7.2
"S",1971,"10",4.8
"S",1971,"11",-1.3
"S",1971,"12",-1.5
"S",1972,"01",-4.7
"S",1972,"02",-1.3
"S",1972,"03",1.3
"S",1972,"04",1.9
"S",1972,"05",6.3
"S",1972,"06",10
"S",1972,"07",11.6
"S",1972,"08",11.7
"S",1972,"09",5.6
"S",1972,"10",2.4
"S",1972,"11",-0.5
"S",1972,"12",-2.9
"S",1973,"01",-4.1
"S",1973,"02",-5.8
"S",1973,"03",-3.1
"S",1973,"04",-0.5
"S",1973,"05",7.9
"S",1973,"06",10.8
"S",1973,"07",11.4
"S",1973,"08",13.4
"S",1973,"09",10.1
"S",1973,"10",3.7
"S",1973,"11",-0.9
"S",1973,"12",-4.2
"S",1974,"01",-1.7
"S",1974,"02",-1.9
"S",1974,"03",1.4
"S",1974,"04",1.8
"S",1974,"05",5.9
"S",1974,"06",8.3
"S",1974,"07",11.4
"S",1974,"08",13.3
"S",1974,"09",8.9
"S",1974,"10",-0.7
"S",1974,"11",-0.9
"S",1974,"12",-2.1
"S",1975,"01",-1.6
"S",1975,"02",-3.4
"S",1975,"03",-1
"S",1975,"04",1.9
"S",1975,"05",7.7
"S",1975,"06",8.7
"S",1975,"07",11.9
"S",1975,"08",11.9
"S",1975,"09",11.8
"S",1975,"10",4
"S",1975,"11",-1.3
"S",1975,"12",-3.5
"S",1976,"01",-4.1
"S",1976,"02",-2.4
"S",1976,"03",-2.9
"S",1976,"04",2.2
"S",1976,"05",7.7
"S",1976,"06",11.3
"S",1976,"07",12.8
"S",1976,"08",9.4
"S",1976,"09",7.3
"S",1976,"10",6.9
"S",1976,"11",-0.4
"S",1976,"12",-6.1
"S",1977,"01",-4.3
"S",1977,"02",-2
"S",1977,"03",2.4
"S",1977,"04",1.1
"S",1977,"05",6.9
"S",1977,"06",10.4
"S",1977,"07",11.9
"S",1977,"08",10.9
"S",1977,"09",7.4
"S",1977,"10",6.8
"S",1977,"11",-0.8
"S",1977,"12",-2.6
"S",1978,"01",-4.8
"S",1978,"02",-5
"S",1978,"03",-0.6
"S",1978,"04",1.2
"S",1978,"05",5.2
"S",1978,"06",9.4
"S",1978,"07",10.7
"S",1978,"08",10.7
"S",1978,"09",8.2
"S",1978,"10",4.6
"S",1978,"11",-0.1
"S",1978,"12",-3.2
"S",1979,"01",-7.5
"S",1979,"02",-3.5
"S",1979,"03",-0.1
"S",1979,"04",0.4
"S",1979,"05",6.7
"S",1979,"06",11.1
"S",1979,"07",10.7
"S",1979,"08",10.7
"S",1979,"09",9.2
"S",1979,"10",6
"S",1979,"11",-1.7
"S",1979,"12",-1.8
"S",1980,"01",-6.7
"S",1980,"02",-2.5
"S",1980,"03",-1.1
"S",1980,"04",-0.8
"S",1980,"05",4.9
"S",1980,"06",8.9
"S",1980,"07",10.4
"S",1980,"08",13
"S",1980,"09",10
"S",1980,"10",3.7
"S",1980,"11",-1.6
"S",1980,"12",-5.8
"S",1981,"01",-8.3
"S",1981,"02",-6.8
"S",1981,"03",1.5
"S",1981,"04",4
"S",1981,"05",7.1
"S",1981,"06",10.9
"S",1981,"07",10.9
"S",1981,"08",12.2
"S",1981,"09",9.7
"S",1981,"10",4.5
"S",1981,"11",-1.5
"S",1981,"12",-5.5
"S",1982,"01",-4.1
"S",1982,"02",-4.8
"S",1982,"03",-2
"S",1982,"04",0.7
"S",1982,"05",7.6
"S",1982,"06",11.5
"S",1982,"07",13.6
"S",1982,"08",12.2
"S",1982,"09",11.6
"S",1982,"10",5
"S",1982,"11",1.5
"S",1982,"12",-2.8
"S",1983,"01",-2
"S",1983,"02",-7.1
"S",1983,"03",-0.1
"S",1983,"04",4.1
"S",1983,"05",7.2
"S",1983,"06",10.7
"S",1983,"07",15.9
"S",1983,"08",12.4
"S",1983,"09",9.5
"S",1983,"10",5.4
"S",1983,"11",-0.4
"S",1983,"12",-3.6
"S",1984,"01",-4.9
"S",1984,"02",-6.7
"S",1984,"03",-3.4
"S",1984,"04",1.1
"S",1984,"05",5.6
"S",1984,"06",9.4
"S",1984,"07",11.7
"S",1984,"08",11.5
"S",1984,"09",7.6
"S",1984,"10",6
"S",1984,"11",2.5
"S",1984,"12",-2.8
"S",1985,"01",-9.3
"S",1985,"02",-5.3
"S",1985,"03",-1.9
"S",1985,"04",2.1
"S",1985,"05",8.1
"S",1985,"06",8.6
"S",1985,"07",13.5
"S",1985,"08",12.1
"S",1985,"09",10.5
"S",1985,"10",5.4
"S",1985,"11",-3.3
"S",1985,"12",-0.9
"S",1986,"01",-5.8
"S",1986,"02",-8.9
"S",1986,"03",-0.9
"S",1986,"04",2.7
"S",1986,"05",9.7
"S",1986,"06",10.1
"S",1986,"07",11.8
"S",1986,"08",12.5
"S",1986,"09",9.3
"S",1986,"10",6.1
"S",1986,"11",0.8
"S",1986,"12",-4
"S",1987,"01",-8.1
"S",1987,"02",-3.4
"S",1987,"03",-5.5
"S",1987,"04",3.6
"S",1987,"05",4.6
"S",1987,"06",9.4
"S",1987,"07",13.1
"S",1987,"08",11.6
"S",1987,"09",12
"S",1987,"10",6.5
"S",1987,"11",0.3
"S",1987,"12",-1.8
"S",1988,"01",-1.3
"S",1988,"02",-4.1
"S",1988,"03",-3.2
"S",1988,"04",3.9
"S",1988,"05",8.6
"S",1988,"06",9.9
"S",1988,"07",13.6
"S",1988,"08",12.7
"S",1988,"09",8.8
"S",1988,"10",7.3
"S",1988,"11",-2.2
"S",1988,"12",-2.6
"S",1989,"01",-2.1
"S",1989,"02",-0.5
"S",1989,"03",2.2
"S",1989,"04",3.3
"S",1989,"05",7.1
"S",1989,"06",8.6
"S",1989,"07",12.5
"S",1989,"08",12.1
"S",1989,"09",9.1
"S",1989,"10",5.8
"S",1989,"11",-0.8
"S",1989,"12",-2
"S",1990,"01",-3
"S",1990,"02",0.3
"S",1990,"03",2
"S",1990,"04",1.6
"S",1990,"05",8.7
"S",1990,"06",10.1
"S",1990,"07",12.4
"S",1990,"08",13.1
"S",1990,"09",7.9
"S",1990,"10",7.1
"S",1990,"11",-0.4
"S",1990,"12",-5.5
"S",1991,"01",-3.8
"S",1991,"02",-6.1
"S",1991,"03",2.4
"S",1991,"04",1.3
"S",1991,"05",3.2
"S",1991,"06",9.8
"S",1991,"07",13.8
"S",1991,"08",12.9
"S",1991,"09",11.3
"S",1991,"10",3.9
"S",1991,"11",-0.5
"S",1991,"12",-4.8
"S",1992,"01",-3.4
"S",1992,"02",-2.9
"S",1992,"03",-0.6
"S",1992,"04",2.4
"S",1992,"05",9
"S",1992,"06",10.9
"S",1992,"07",14
"S",1992,"08",16.1
"S",1992,"09",9.8
"S",1992,"10",3.4
"S",1992,"11",1.7
"S",1992,"12",-2.8
"S",1993,"01",-2.2
"S",1993,"02",-3.9
"S",1993,"03",-2.2
"S",1993,"04",4.2
"S",1993,"05",10
"S",1993,"06",11.1
"S",1993,"07",11.4
"S",1993,"08",12.6
"S",1993,"09",8.5
"S",1993,"10",5.3
"S",1993,"11",-1.9
"S",1993,"12",-2.6
"S",1994,"01",-2.6
"S",1994,"02",-3.7
"S",1994,"03",3.3
"S",1994,"04",2
"S",1994,"05",8.3
"S",1994,"06",11.4
"S",1994,"07",15.4
"S",1994,"08",14.5
"S",1994,"09",10
"S",1994,"10",4.5
"S",1994,"11",3.7
"S",1994,"12",-1.9
"S",1995,"01",-6.3
"S",1995,"02",-1.1
"S",1995,"03",-2.6
"S",1995,"04",3.2
"S",1995,"05",7.8
"S",1995,"06",8.9
"S",1995,"07",15.2
"S",1995,"08",11.7
"S",1995,"09",7.3
"S",1995,"10",8.2
"S",1995,"11",-1.3
"S",1995,"12",-3.8
"S",1996,"01",-3.2
"S",1996,"02",-6
"S",1996,"03",-3.4
"S",1996,"04",3.1
"S",1996,"05",8.3
"S",1996,"06",12.1
"S",1996,"07",11.8
"S",1996,"08",11.8
"S",1996,"09",5.8
"S",1996,"10",4.7
"S",1996,"11",0.5
"S",1996,"12",-4.3
"S",1997,"01",-2.5
"S",1997,"02",-1.4
"S",1997,"03",1
"S",1997,"04",0.5
"S",1997,"05",8.2
"S",1997,"06",11
"S",1997,"07",11.4
"S",1997,"08",13
"S",1997,"09",10.9
"S",1997,"10",4
"S",1997,"11",0.8
"S",1997,"12",-2
"S",1998,"01",-3
"S",1998,"02",0
"S",1998,"03",-1.5
"S",1998,"04",3.4
"S",1998,"05",8.4
"S",1998,"06",12
"S",1998,"07",13
"S",1998,"08",13.3
"S",1998,"09",8.5
"S",1998,"10",4.7
"S",1998,"11",-3.3
"S",1998,"12",-3.8
"S",1999,"01",-2.9
"S",1999,"02",-6.2
"S",1999,"03",0.4
"S",1999,"04",3.3
"S",1999,"05",9.4
"S",1999,"06",10.3
"S",1999,"07",13.1
"S",1999,"08",12.7
"S",1999,"09",11.5
"S",1999,"10",5.9
"S",1999,"11",-2
"S",1999,"12",-4.2
"S",2000,"01",-5.6
"S",2000,"02",-2.5
"S",2000,"03",-0.2
"S",2000,"04",5.2
"S",2000,"05",9.9
"S",2000,"06",12.9
"S",2000,"07",10.7
"S",2000,"08",14
"S",2000,"09",9.8
"S",2000,"10",6.7
"S",2000,"11",1.4
"S",2000,"12",-0.9
"S",2001,"01",-3.7
"S",2001,"02",-2.7
"S",2001,"03",1.9
"S",2001,"04",1.5
"S",2001,"05",10.2
"S",2001,"06",9.8
"S",2001,"07",13.4
"S",2001,"08",14.4
"S",2001,"09",6.3
"S",2001,"10",8.7
"S",2001,"11",-1.4
"S",2001,"12",-6.6
"S",2002,"01",-4
"S",2002,"02",-0.3
"S",2002,"03",1.6
"S",2002,"04",2.9
"S",2002,"05",9.6
"S",2002,"06",13.9
"S",2002,"07",13.5
"S",2002,"08",12.9
"S",2002,"09",7.7
"S",2002,"10",4.9
"S",2002,"11",2.3
"S",2002,"12",-1.7
"S",2003,"01",-5.3
"S",2003,"02",-6.7
"S",2003,"03",0.7
"S",2003,"04",2.6
"S",2003,"05",10.3
"S",2003,"06",15.6
"S",2003,"07",14.1
"S",2003,"08",16.4
"S",2003,"09",9
"S",2003,"10",2
"S",2003,"11",2.2
"S",2003,"12",-2.3
"S",2004,"01",-5.6
"S",2004,"02",-3.2
"S",2004,"03",-1.3
"S",2004,"04",3.8
"S",2004,"05",6.1
"S",2004,"06",10.6
"S",2004,"07",12.6
"S",2004,"08",13.4
"S",2004,"09",9.4
"S",2004,"10",7.3
"S",2004,"11",-0.5
"S",2004,"12",-2.8
"S",2005,"01",-5.5
"S",2005,"02",-7.4
"S",2005,"03",-1.1
"S",2005,"04",3.6
"S",2005,"05",8.7
"S",2005,"06",12
"S",2005,"07",12.9
"S",2005,"08",10.9
"S",2005,"09",10
"S",2005,"10",6.7
"S",2005,"11",-0.8
"S",2005,"12",-5.9
"S",2006,"01",-6.4
"S",2006,"02",-5.2
"S",2006,"03",-3.1
"S",2006,"04",3.7
"S",2006,"05",7.8
"S",2006,"06",11.9
"S",2006,"07",16.2
"S",2006,"08",9.9
"S",2006,"09",12.3
"S",2006,"10",7.9
"S",2006,"11",1.9
"S",2006,"12",-1
"S",2007,"01",-1.2
"S",2007,"02",-0.7
"S",2007,"03",0.6
"S",2007,"04",7.7
"S",2007,"05",9.5
"S",2007,"06",12.8
"S",2007,"07",13.7
"S",2007,"08",12.5
"S",2007,"09",7.4
"S",2007,"10",4.4
"S",2007,"11",-1.5
"S",2007,"12",-3.8
"S",2008,"01",-1.8
"S",2008,"02",-1.2
"S",2008,"03",-1.5
"S",2008,"04",2.6
"S",2008,"05",9.5
"S",2008,"06",12.7
"S",2008,"07",12.9
"S",2008,"08",13.5
"S",2008,"09",8
"S",2008,"10",6
"S",2008,"11",0.8
"S",2008,"12",-3.1
"S",2009,"01",-5.3
"S",2009,"02",-4.7
"S",2009,"03",-1.6
"S",2009,"04",6.3
"S",2009,"05",10
"S",2009,"06",10.5
"S",2009,"07",13.6
"S",2009,"08",14.6
"S",2009,"09",10.9
"S",2009,"10",4.4
"S",2009,"11",2.3
"S",2009,"12",-4.5
"S",2010,"01",-6.1
"S",2010,"02",-4.5
"S",2010,"03",-1.1
"S",2010,"04",4
"S",2010,"05",6.8
"S",2010,"06",11.7
"S",2010,"07",15
"S",2010,"08",12.4
"S",2010,"09",8.3
"S",2010,"10",4.1
"S",2010,"11",0.8
"S",2010,"12",-5.5
"S",2011,"01",-4.2
"S",2011,"02",-2.4
"S",2011,"03",1
"S",2011,"04",6.3
"S",2011,"05",9.3
"S",2011,"06",11.7
"S",2011,"07",11.8
"S",2011,"08",14.6
"S",2011,"09",11.7
"S",2011,"10",5
"S",2011,"11",2.9
"S",2011,"12",-2.7
"S",2012,"01",-4.6
"S",2012,"02",-8.4
"S",2012,"03",2.3
"S",2012,"04",3.8
"S",2012,"05",9
"S",2012,"06",13
"S",2012,"07",13.6
"S",2012,"08",14.5
"S",2012,"09",10
"S",2012,"10",5.9
"S",2012,"11",2.1
"S",2012,"12",-4.2
"S",2013,"01",-3.6
"S",2013,"02",-6.3
"S",2013,"03",-1.6
"S",2013,"04",4.6
"S",2013,"05",6.9
"S",2013,"06",10.9
"S",2013,"07",15.3
"S",2013,"08",14.4
"S",2013,"09",9.4
"S",2013,"10",6.6
"S",2013,"11",-0.3
"S",2013,"12",-1
"S",2014,"01",-1.2
"S",2014,"02",-0.7
"S",2014,"03",2.2
"S",2014,"04",5
"S",2014,"05",7.3
"S",2014,"06",12.1
"S",2014,"07",13.2
"S",2014,"08",11.7
"S",2014,"09",9.9
"S",2014,"10",7.4
"S",2014,"11",4.5
"S",2014,"12",-1.8
"S",2015,"01",-2.9
"S",2015,"02",-3.9
"S",2015,"03",0.3
"S",2015,"04",3.7
"S",2015,"05",8.6
"S",2015,"06",12.6
"S",2015,"07",16.6
"S",2015,"08",15.5
"S",2015,"09",8.3
"S",2015,"10",5.3
"S",2015,"11",3.4
"S",2015,"12",1.2
"S",2016,"01",-3.1
"S",2016,"02",-0.9
"S",2016,"03",-0.2
"S",2016,"04",4.7
"S",2016,"05",7.8
"S",2016,"06",12
"S",2016,"07",14.4
"S",2016,"08",13.5
"S",2016,"09",11.6
"S",2016,"10",4.6
"S",2016,"11",0.8
"S",2016,"12",-1.2
"S",2017,"01",-7.1
"S",2017,"02",-0.6
"S",2017,"03",2.9
"S",2017,"04",3.1
"S",2017,"05",9.4
"S",2017,"06",14.4
"S",2017,"07",13.9
"S",2017,"08",14.8
"S",2017,"09",7.2
"S",2017,"10",6.6
"S",2017,"11",-0.5
"S",2017,"12",-4.1
"S",2018,"01",-1.9
"S",2018,"02",-6.8
"S",2018,"03",-1.1
"S",2018,"04",7.9
"S",2018,"05",11
"S",2018,"06",12.8
"S",2018,"07",14.6
"S",2018,"08",15.5
"S",2018,"09",11.4
"S",2018,"10",7.4
"S",2018,"11",2.7
"S",2018,"12",-2.4
"S",2019,"01",-6.1
"S",2019,"02",-0.7
"S",2019,"03",1.1
"S",2019,"04",4.8
"S",2019,"05",5
"S",2019,"06",16
"S",2019,"07",15
"S",2019,"08",14.5
"S",2019,"09",10.2
"S",2019,"10",7.8
"S",2019,"11",1.6
"S",2019,"12",-0.9
"S",2020,"01",-1.7
"S",2020,"02",-0.5
"S",2020,"03",0.1
"S",2020,"04",6.5
"S",2020,"05",7.9
"S",2020,"06",11.3
"S",2020,"07",14
"S",2020,"08",14.6
"S",2020,"09",11.1
"S",2020,"10",4.6
"S",2020,"11",2.6
"S",2020,"12",-2.1
"S",2021,"01",-5.7
"S",2021,"02",-0.5
"S",2021,"03",-0.7
"S",2021,"04",1.8
"S",2021,"05",6
"S",2021,"06",14.4
"S",2021,"07",14
"S",2021,"08",12.3
"S",2021,"09",11.3
"S",2021,"10",5.1
"S",2021,"11",0.8
"S",2021,"12",-2.5
"S",2022,"01",-2.7
"S",2022,"02",-2.1
"S",2022,"03",0.8
"S",2022,"04",3.5
"S",2022,"05",10.5
"S",2022,"06",14.6
"S",2022,"07",15.3
"S",2022,"08",14.6
"S",2022,"09",8.6
"S",2022,"10",9.4
"S",2022,"11",1.9
"S",2022,"12",-1.7
"S",2023,"01",-2.9
"S",2023,"02",-1.6
"S",2023,"03",1.2
"S",2023,"04",2.2
"S",2023,"05",8.4
"S",2023,"06",13.6
"S",2023,"07",15.1
"S",2023,"08",14.5
"S",2023,"09",13.1
"S",2023,"10",9
"S",2023,"11",0
"S",2023,"12",-1
"S",2024,"01",-2.5
"S",2024,"02",1.7
"S",2024,"03",2.9
"S",2024,"04",5.2
"S",2024,"05",9.3
"S",2024,"06",13.2
"S",2024,"07",15.8
"S",2024,"08",16.7
"S",2024,"09",9.8
"S",2024,"10",8.1
"S",2024,"11",1.4
"S",2024,"12",-2
"S",2025,"01",-2.1
"S",2025,"02",-0.9
"S",2025,"03",2.1
"S",2025,"04",6.1
"S",2025,"05",7.7
"S",2025,"06",15.8
"S",2025,"07",13.3
"S",2025,"08",14.4
"S",2025,"09",11.2
"S",2025,"10",4.6
"S",2025,"11",0.5
"S",2025,"12",-1.1
"St",1850,"01",-7.6
"St",1850,"02",-1
"St",1850,"03",-1.6
"St",1850,"04",5.8
"St",1850,"05",9.1
"St",1850,"06",12.8
"St",1850,"07",13.3
"St",1850,"08",14.6
"St",1850,"09",9.4
"St",1850,"10",3.8
"St",1850,"11",1.2
"St",1850,"12",-1.6
"St",1851,"01",-3.4
"St",1851,"02",-3.1
"St",1851,"03",-0.1
"St",1851,"04",5.8
"St",1851,"05",5.5
"St",1851,"06",12.3
"St",1851,"07",13.1
"St",1851,"08",13.2
"St",1851,"09",7.4
"St",1851,"10",7.9
"St",1851,"11",-3.9
"St",1851,"12",-5.2
"St",1852,"01",-3
"St",1852,"02",-2.8
"St",1852,"03",-2.8
"St",1852,"04",2.4
"St",1852,"05",9.4
"St",1852,"06",13.5
"St",1852,"07",15
"St",1852,"08",13.9
"St",1852,"09",10.4
"St",1852,"10",4.9
"St",1852,"11",4.8
"St",1852,"12",0.3
"St",1853,"01",-2.4
"St",1853,"02",-4.6
"St",1853,"03",-2.5
"St",1853,"04",2.3
"St",1853,"05",9.2
"St",1853,"06",12.6
"St",1853,"07",15.8
"St",1853,"08",14.8
"St",1853,"09",10.7
"St",1853,"10",6.8
"St",1853,"11",-0.2
"St",1853,"12",-6.8
"St",1854,"01",-4.3
"St",1854,"02",-5
"St",1854,"03",-0.4
"St",1854,"04",5.4
"St",1854,"05",10.4
"St",1854,"06",12.2
"St",1854,"07",14.9
"St",1854,"08",13
"St",1854,"09",10.4
"St",1854,"10",7
"St",1854,"11",-2.6
"St",1854,"12",-2.7
"St",1855,"01",-7.2
"St",1855,"02",-3.9
"St",1855,"03",0.2
"St",1855,"04",3.7
"St",1855,"05",8.6
"St",1855,"06",13.3
"St",1855,"07",14.9
"St",1855,"08",15.4
"St",1855,"09",10.2
"St",1855,"10",9.6
